Instance,Terminal,Layer,X location,Y location,Voltage
IO_FILL_IO_EAST_12_190,vdd,Metal1,3306.2750,3683.0000,1.199998
IO_FILL_IO_EAST_12_0,vdd,Metal1,3306.2750,3517.0000,1.199998
IO_FILL_IO_EAST_11_190,vdd,Metal1,3306.2750,3411.0000,1.199997
IO_FILL_IO_EAST_11_0,vdd,Metal1,3306.2750,3245.0000,1.199997
IO_FILL_IO_EAST_10_190,vdd,Metal1,3306.2750,3139.0000,1.199997
IO_FILL_IO_EAST_10_0,vdd,Metal1,3306.2750,2973.0000,1.199997
IO_FILL_IO_EAST_9_190,vdd,Metal1,3306.2750,2867.0000,1.199997
IO_FILL_IO_EAST_9_0,vdd,Metal1,3306.2750,2701.0000,1.199997
IO_FILL_IO_EAST_8_190,vdd,Metal1,3306.2750,2595.0000,1.199997
IO_FILL_IO_EAST_8_0,vdd,Metal1,3306.2750,2429.0000,1.199997
IO_FILL_IO_EAST_7_190,vdd,Metal1,3306.2750,2323.0000,1.199997
IO_FILL_IO_EAST_7_0,vdd,Metal1,3306.2750,2157.0000,1.199997
IO_FILL_IO_EAST_6_190,vdd,Metal1,3306.2750,2051.0000,1.199998
IO_FILL_IO_EAST_6_0,vdd,Metal1,3306.2750,1885.0000,1.199998
IO_FILL_IO_EAST_5_190,vdd,Metal1,3306.2750,1779.0000,1.199998
IO_FILL_IO_EAST_5_0,vdd,Metal1,3306.2750,1613.0000,1.199998
IO_FILL_IO_EAST_4_190,vdd,Metal1,3306.2750,1507.0000,1.199998
IO_FILL_IO_EAST_4_0,vdd,Metal1,3306.2750,1341.0000,1.199998
IO_FILL_IO_EAST_3_190,vdd,Metal1,3306.2750,1235.0000,1.199998
IO_FILL_IO_EAST_3_0,vdd,Metal1,3306.2750,1069.0000,1.199998
IO_FILL_IO_EAST_2_190,vdd,Metal1,3306.2750,963.0000,1.199998
IO_FILL_IO_EAST_2_0,vdd,Metal1,3306.2750,797.0000,1.199998
IO_FILL_IO_EAST_1_190,vdd,Metal1,3306.2750,691.0000,1.199998
IO_FILL_IO_EAST_1_0,vdd,Metal1,3306.2750,525.0000,1.199998
IO_FILL_IO_EAST_0_50,vdd,Metal1,3306.2750,395.0000,1.199998
IO_FILL_IO_NORTH_16_50,vdd,Metal1,3275.0000,4706.2750,1.199990
IO_FILL_IO_NORTH_15_100,vdd,Metal1,3137.0000,4706.2750,1.199988
IO_FILL_IO_NORTH_15_50,vdd,Metal1,3111.0000,4706.2750,1.199987
IO_FILL_IO_NORTH_14_100,vdd,Metal1,2953.0000,4706.2750,1.199985
IO_FILL_IO_NORTH_14_50,vdd,Metal1,2927.0000,4706.2750,1.199985
IO_FILL_IO_NORTH_13_100,vdd,Metal1,2769.0000,4706.2750,1.199983
IO_FILL_IO_NORTH_13_50,vdd,Metal1,2743.0000,4706.2750,1.199983
IO_FILL_IO_NORTH_12_100,vdd,Metal1,2585.0000,4706.2750,1.199981
IO_FILL_IO_NORTH_12_50,vdd,Metal1,2559.0000,4706.2750,1.199981
IO_FILL_IO_NORTH_11_100,vdd,Metal1,2401.0000,4706.2750,1.199980
IO_FILL_IO_NORTH_11_50,vdd,Metal1,2375.0000,4706.2750,1.199980
IO_FILL_IO_NORTH_10_100,vdd,Metal1,2217.0000,4706.2750,1.199979
IO_FILL_IO_NORTH_10_50,vdd,Metal1,2191.0000,4706.2750,1.199979
IO_FILL_IO_NORTH_9_100,vdd,Metal1,2033.0000,4706.2750,1.199979
IO_FILL_IO_NORTH_9_50,vdd,Metal1,2007.0000,4706.2750,1.199979
IO_FILL_IO_NORTH_8_100,vdd,Metal1,1849.0000,4706.2750,1.199978
IO_FILL_IO_NORTH_8_50,vdd,Metal1,1823.0000,4706.2750,1.199978
IO_FILL_IO_NORTH_7_100,vdd,Metal1,1665.0000,4706.2750,1.199978
IO_FILL_IO_NORTH_7_50,vdd,Metal1,1639.0000,4706.2750,1.199978
IO_FILL_IO_NORTH_6_100,vdd,Metal1,1481.0000,4706.2750,1.199979
IO_FILL_IO_NORTH_6_50,vdd,Metal1,1455.0000,4706.2750,1.199979
IO_FILL_IO_NORTH_5_100,vdd,Metal1,1297.0000,4706.2750,1.199979
IO_FILL_IO_NORTH_5_50,vdd,Metal1,1271.0000,4706.2750,1.199979
IO_FILL_IO_NORTH_4_100,vdd,Metal1,1113.0000,4706.2750,1.199980
IO_FILL_IO_NORTH_4_50,vdd,Metal1,1087.0000,4706.2750,1.199980
IO_FILL_IO_NORTH_3_100,vdd,Metal1,929.0000,4706.2750,1.199981
IO_FILL_IO_NORTH_3_50,vdd,Metal1,903.0000,4706.2750,1.199981
IO_FILL_IO_NORTH_2_100,vdd,Metal1,745.0000,4706.2750,1.199982
IO_FILL_IO_NORTH_2_50,vdd,Metal1,719.0000,4706.2750,1.199983
IO_FILL_IO_NORTH_1_100,vdd,Metal1,561.0000,4706.2750,1.199984
IO_FILL_IO_NORTH_1_50,vdd,Metal1,535.0000,4706.2750,1.199985
IO_FILL_IO_NORTH_0_0,vdd,Metal1,345.0000,4706.2750,1.199987
IO_FILL_IO_NORTH_1_0,vdd,Metal1,485.0000,4706.2750,1.199985
IO_FILL_IO_NORTH_0_50,vdd,Metal1,375.0000,4706.2750,1.199987
IO_FILL_IO_NORTH_2_0,vdd,Metal1,669.0000,4706.2750,1.199983
IO_FILL_IO_NORTH_1_102,vdd,Metal1,563.0000,4706.2750,1.199984
IO_FILL_IO_NORTH_3_0,vdd,Metal1,853.0000,4706.2750,1.199982
IO_FILL_IO_NORTH_2_102,vdd,Metal1,747.0000,4706.2750,1.199982
IO_FILL_IO_NORTH_4_0,vdd,Metal1,1037.0000,4706.2750,1.199980
IO_FILL_IO_NORTH_3_102,vdd,Metal1,931.0000,4706.2750,1.199981
IO_FILL_IO_NORTH_5_0,vdd,Metal1,1221.0000,4706.2750,1.199979
IO_FILL_IO_NORTH_4_102,vdd,Metal1,1115.0000,4706.2750,1.199980
IO_FILL_IO_NORTH_6_0,vdd,Metal1,1405.0000,4706.2750,1.199979
IO_FILL_IO_NORTH_5_102,vdd,Metal1,1299.0000,4706.2750,1.199979
IO_FILL_IO_NORTH_7_0,vdd,Metal1,1589.0000,4706.2750,1.199978
IO_FILL_IO_NORTH_6_102,vdd,Metal1,1483.0000,4706.2750,1.199979
IO_FILL_IO_NORTH_8_0,vdd,Metal1,1773.0000,4706.2750,1.199978
IO_FILL_IO_NORTH_7_102,vdd,Metal1,1667.0000,4706.2750,1.199978
IO_FILL_IO_NORTH_9_0,vdd,Metal1,1957.0000,4706.2750,1.199978
IO_FILL_IO_NORTH_8_102,vdd,Metal1,1851.0000,4706.2750,1.199978
IO_FILL_IO_NORTH_10_0,vdd,Metal1,2141.0000,4706.2750,1.199979
IO_FILL_IO_NORTH_9_102,vdd,Metal1,2035.0000,4706.2750,1.199979
IO_FILL_IO_NORTH_11_0,vdd,Metal1,2325.0000,4706.2750,1.199980
IO_FILL_IO_NORTH_10_102,vdd,Metal1,2219.0000,4706.2750,1.199979
IO_FILL_IO_NORTH_12_0,vdd,Metal1,2509.0000,4706.2750,1.199981
IO_FILL_IO_NORTH_11_102,vdd,Metal1,2403.0000,4706.2750,1.199980
IO_FILL_IO_NORTH_13_0,vdd,Metal1,2693.0000,4706.2750,1.199982
IO_FILL_IO_NORTH_12_102,vdd,Metal1,2587.0000,4706.2750,1.199981
IO_FILL_IO_NORTH_14_0,vdd,Metal1,2877.0000,4706.2750,1.199984
IO_FILL_IO_NORTH_13_102,vdd,Metal1,2771.0000,4706.2750,1.199983
IO_FILL_IO_NORTH_15_0,vdd,Metal1,3061.0000,4706.2750,1.199987
IO_FILL_IO_NORTH_14_102,vdd,Metal1,2955.0000,4706.2750,1.199985
IO_FILL_IO_NORTH_16_0,vdd,Metal1,3245.0000,4706.2750,1.199990
IO_FILL_IO_NORTH_15_102,vdd,Metal1,3139.0000,4706.2750,1.199988
top_I.ctrl_I,VPWR,Metal1,1795.7000,2496.8950,1.199997
top_I.branch\[9\].check_mask.mux_I,VPWR,Metal1,1068.6400,3488.9400,1.199995
top_I.branch\[8\].check_mask.mux_I,VPWR,Metal1,1068.6400,1504.4400,1.199998
top_I.branch\[7\].check_mask.mux_I,VPWR,Metal1,2531.3600,3092.0400,1.199997
top_I.branch\[5\].check_mask.mux_I,VPWR,Metal1,1068.6400,3092.0400,1.199996
top_I.branch\[4\].check_mask.mux_I,VPWR,Metal1,1068.6400,1901.3400,1.199998
top_I.branch\[3\].check_mask.mux_I,VPWR,Metal1,2531.3600,2695.1400,1.199997
top_I.branch\[2\].check_mask.mux_I,VPWR,Metal1,2531.3600,2298.2400,1.199997
top_I.branch\[1\].check_mask.mux_I,VPWR,Metal1,1068.6400,2695.1400,1.199997
top_I.branch\[19\].check_mask.mux_I,VPWR,Metal1,2531.3600,4282.7400,1.199994
top_I.branch\[18\].check_mask.mux_I,VPWR,Metal1,2531.3600,710.6400,1.199998
top_I.branch\[17\].check_mask.mux_I,VPWR,Metal1,1068.6400,4282.7400,1.199993
top_I.branch\[16\].check_mask.mux_I,VPWR,Metal1,1068.6400,710.6400,1.199999
top_I.branch\[16\].check_mask.block\[9\].um_I.block_16_9.tt_pg_vdd_I,VPWR,Metal1,670.2230,591.5700,1.199999
top_I.branch\[16\].check_mask.block\[7\].um_I.block_16_7.tt_pg_vdd_I,VPWR,Metal1,887.6630,591.5700,1.199999
top_I.branch\[16\].check_mask.block\[5\].um_I.block_16_5.tt_pg_vdd_I,VPWR,Metal1,1105.1030,591.5700,1.199999
top_I.branch\[16\].check_mask.block\[3\].um_I.block_16_3.tt_pg_vdd_I,VPWR,Metal1,1322.5430,591.5700,1.199999
top_I.branch\[16\].check_mask.block\[1\].um_I.block_16_1.tt_pg_vdd_I,VPWR,Metal1,1539.9830,591.5700,1.199999
top_I.branch\[16\].check_mask.block\[11\].um_I.block_16_11.tt_pg_vdd_I,VPWR,Metal1,452.7830,591.5700,1.199999
top_I.branch\[15\].check_mask.mux_I,VPWR,Metal1,2531.3600,3885.8400,1.199997
top_I.branch\[14\].check_mask.mux_I,VPWR,Metal1,2531.3600,1107.5400,1.199998
top_I.branch\[13\].check_mask.mux_I,VPWR,Metal1,1068.6400,3885.8400,1.199995
top_I.branch\[10\].check_mask.mux_I,VPWR,Metal1,2531.3600,1504.4400,1.199998
top_I.branch\[10\].check_mask.block\[2\].um_I.block_10_2.tt_pg_vdd_I,VPWR,Metal1,2277.4560,1702.8900,1.199998
top_I.branch\[10\].check_mask.block\[0\].um_I.block_10_0.tt_pg_vdd_I,VPWR,Metal1,2060.0160,1702.8900,1.199998
top_I.branch\[0\].check_mask.mux_I,VPWR,Metal1,1068.6400,2298.2400,1.199997
top_I.branch\[0\].check_mask.block\[1\].um_I.block_0_1.tt_pg_vdd_I,VPWR,Metal1,1539.9830,2179.1700,1.199997
top_I.branch\[0\].check_mask.block\[0\].um_I.block_0_0.tt_pg_vdd_I,VPWR,Metal1,1539.9830,2417.3100,1.199997
gpio\[9\].gpio_I.genblk1.genblk1.genblk1.genblk1.genblk1.genblk3.pad_I,vdd,Metal1,2076.0000,293.7250,1.199997
gpio\[8\].gpio_I.genblk1.genblk1.genblk1.genblk1.genblk1.genblk3.pad_I,vdd,Metal1,1892.0000,293.7250,1.199997
gpio\[7\].gpio_I.genblk1.genblk1.genblk1.pad_I,vdd,Metal1,1708.0000,293.7250,1.199997
gpio\[6\].gpio_I.genblk1.genblk1.genblk1.pad_I,vdd,Metal1,1524.0000,293.7250,1.199997
gpio\[63\].gpio_I.genblk1.genblk1.pad_I,vdd,Metal1,210.2630,460.0000,1.200000
gpio\[62\].gpio_I.genblk1.pad_I,vdd,Metal1,293.7250,732.0000,1.199999
gpio\[61\].gpio_I.genblk1.genblk1.genblk1.pad_I,vdd,Metal1,293.7250,1004.0000,1.199999
gpio\[60\].gpio_I.genblk1.genblk1.genblk1.pad_I,vdd,Metal1,293.7250,1276.0000,1.199998
gpio\[5\].gpio_I.genblk1.genblk1.genblk1.genblk1.genblk1.genblk1.pad_I,vdd,Metal1,1340.0000,293.7250,1.199997
gpio\[59\].gpio_I.genblk1.genblk1.genblk1.pad_I,vdd,Metal1,293.7250,1548.0000,1.199998
gpio\[58\].gpio_I.genblk1.genblk1.genblk1.pad_I,vdd,Metal1,293.7250,1820.0000,1.199998
gpio\[57\].gpio_I.genblk1.genblk1.genblk1.genblk1.pad_I,vdd,Metal1,293.7250,2092.0000,1.199997
gpio\[56\].gpio_I.genblk1.genblk1.genblk1.pad_I,vdd,Metal1,293.7250,2364.0000,1.199997
gpio\[55\].gpio_I.genblk1.genblk1.genblk1.pad_I,vdd,Metal1,293.7250,2636.0000,1.199997
gpio\[54\].gpio_I.genblk1.genblk1.genblk1.pad_I,vdd,Metal1,293.7250,2908.0000,1.199996
gpio\[53\].gpio_I.genblk1.genblk1.genblk1.pad_I,vdd,Metal1,293.7250,3180.0000,1.199996
gpio\[52\].gpio_I.genblk1.genblk1.genblk1.pad_I,vdd,Metal1,293.7250,3452.0000,1.199995
gpio\[51\].gpio_I.genblk1.genblk1.genblk1.genblk1.pad_I,vdd,Metal1,293.7250,3724.0000,1.199994
gpio\[50\].gpio_I.genblk1.genblk1.genblk1.pad_I,vdd,Metal1,293.7250,3996.0000,1.199993
gpio\[4\].gpio_I.genblk1.genblk1.genblk1.genblk1.genblk1.genblk1.pad_I,vdd,Metal1,1156.0000,293.7250,1.199997
gpio\[49\].gpio_I.genblk1.genblk1.genblk1.genblk1.genblk1.genblk1.pad_I,vdd,Metal1,293.7250,4268.0000,1.199992
gpio\[48\].gpio_I.genblk1.genblk1.genblk1.genblk1.genblk1.genblk1.pad_I,vdd,Metal1,293.7250,4540.0000,1.199989
gpio\[47\].gpio_I.genblk1.genblk1.genblk1.genblk1.genblk1.genblk1.pad_I,vdd,Metal1,420.0000,4706.2750,1.199986
gpio\[46\].gpio_I.genblk1.genblk1.genblk1.genblk1.genblk1.genblk1.pad_I,vdd,Metal1,604.0000,4706.2750,1.199984
gpio\[45\].gpio_I.genblk1.genblk1.genblk1.genblk1.genblk1.genblk1.pad_I,vdd,Metal1,788.0000,4706.2750,1.199982
gpio\[44\].gpio_I.genblk1.genblk1.genblk1.genblk1.genblk1.genblk1.pad_I,vdd,Metal1,972.0000,4706.2750,1.199981
gpio\[43\].gpio_I.genblk1.genblk1.genblk1.genblk1.genblk1.genblk1.pad_I,vdd,Metal1,1156.0000,4706.2750,1.199980
gpio\[42\].gpio_I.genblk1.genblk1.genblk1.genblk1.genblk1.genblk1.pad_I,vdd,Metal1,1340.0000,4706.2750,1.199979
gpio\[41\].gpio_I.genblk1.genblk1.genblk1.genblk1.genblk1.genblk1.pad_I,vdd,Metal1,1524.0000,4706.2750,1.199979
gpio\[40\].gpio_I.genblk1.genblk1.genblk1.genblk1.genblk1.genblk1.pad_I,vdd,Metal1,1708.0000,4706.2750,1.199978
gpio\[3\].gpio_I.genblk1.genblk1.genblk1.genblk1.genblk1.genblk1.pad_I,vdd,Metal1,972.0000,293.7250,1.199997
gpio\[39\].gpio_I.genblk1.genblk1.genblk1.genblk1.genblk1.genblk1.genblk1.genblk3.pad_I,vdd,Metal1,1892.0000,4706.2750,1.199978
gpio\[38\].gpio_I.genblk1.genblk1.genblk1.genblk1.genblk1.genblk1.genblk1.genblk3.pad_I,vdd,Metal1,2076.0000,4706.2750,1.199979
gpio\[37\].gpio_I.genblk1.genblk1.genblk1.genblk1.genblk1.genblk1.genblk1.genblk3.pad_I,vdd,Metal1,2260.0000,4706.2750,1.199979
gpio\[36\].gpio_I.genblk1.genblk1.genblk1.genblk1.genblk1.genblk1.genblk1.genblk3.pad_I,vdd,Metal1,2444.0000,4706.2750,1.199980
gpio\[35\].gpio_I.genblk1.genblk1.genblk1.genblk1.genblk1.genblk1.genblk1.genblk3.pad_I,vdd,Metal1,2628.0000,4706.2750,1.199982
gpio\[34\].gpio_I.genblk1.genblk1.genblk1.genblk1.genblk1.genblk1.genblk1.genblk3.pad_I,vdd,Metal1,2812.0000,4706.2750,1.199983
gpio\[33\].gpio_I.genblk1.genblk1.genblk1.genblk1.genblk1.genblk1.genblk1.genblk3.pad_I,vdd,Metal1,2996.0000,4706.2750,1.199986
gpio\[32\].gpio_I.genblk1.genblk1.genblk1.genblk1.genblk1.genblk1.genblk1.genblk3.pad_I,vdd,Metal1,3180.0000,4706.2750,1.199988
gpio\[31\].gpio_I.genblk1.genblk1.genblk1.genblk1.pad_I,vdd,Metal1,3306.2750,4540.0000,1.199992
gpio\[30\].gpio_I.genblk1.genblk1.genblk1.pad_I,vdd,Metal1,3306.2750,4268.0000,1.199995
gpio\[2\].gpio_I.genblk1.genblk1.genblk1.genblk1.genblk1.genblk1.pad_I,vdd,Metal1,788.0000,293.7250,1.199997
gpio\[29\].gpio_I.genblk1.genblk1.pad_I,vdd,Metal1,3389.7360,3996.0000,1.200000
gpio\[28\].gpio_I.genblk1.pad_I,vdd,Metal1,3306.2750,3724.0000,1.199998
gpio\[27\].gpio_I.genblk1.genblk1.genblk1.pad_I,vdd,Metal1,3306.2750,3452.0000,1.199997
gpio\[26\].gpio_I.genblk1.genblk1.genblk1.pad_I,vdd,Metal1,3306.2750,3180.0000,1.199997
gpio\[25\].gpio_I.genblk1.genblk1.genblk1.pad_I,vdd,Metal1,3306.2750,2908.0000,1.199997
gpio\[24\].gpio_I.genblk1.genblk1.genblk1.pad_I,vdd,Metal1,3306.2750,2636.0000,1.199997
gpio\[23\].gpio_I.genblk1.genblk1.genblk1.pad_I,vdd,Metal1,3306.2750,2364.0000,1.199997
gpio\[22\].gpio_I.genblk1.genblk1.genblk1.genblk1.pad_I,vdd,Metal1,3306.2750,2092.0000,1.199998
gpio\[21\].gpio_I.genblk1.genblk1.genblk1.pad_I,vdd,Metal1,3306.2750,1820.0000,1.199998
gpio\[20\].gpio_I.genblk1.genblk1.genblk1.pad_I,vdd,Metal1,3306.2750,1548.0000,1.199998
gpio\[1\].gpio_I.genblk1.genblk1.genblk1.genblk1.genblk1.genblk1.pad_I,vdd,Metal1,604.0000,293.7250,1.199998
gpio\[19\].gpio_I.genblk1.genblk1.genblk1.pad_I,vdd,Metal1,3306.2750,1276.0000,1.199998
gpio\[18\].gpio_I.genblk1.genblk1.genblk1.pad_I,vdd,Metal1,3306.2750,1004.0000,1.199998
gpio\[17\].gpio_I.genblk1.genblk1.genblk1.pad_I,vdd,Metal1,3306.2750,732.0000,1.199998
gpio\[16\].gpio_I.genblk1.genblk1.genblk1.genblk1.pad_I,vdd,Metal1,3306.2750,460.0000,1.199998
gpio\[15\].gpio_I.genblk1.genblk1.genblk1.genblk1.genblk1.genblk3.pad_I,vdd,Metal1,3180.0000,293.7250,1.199998
gpio\[14\].gpio_I.genblk1.genblk1.genblk1.genblk1.genblk1.genblk3.pad_I,vdd,Metal1,2996.0000,293.7250,1.199997
gpio\[13\].gpio_I.genblk1.genblk1.genblk1.genblk1.genblk1.genblk3.pad_I,vdd,Metal1,2812.0000,293.7250,1.199997
gpio\[12\].gpio_I.genblk1.genblk1.genblk1.genblk1.genblk1.genblk3.pad_I,vdd,Metal1,2628.0000,293.7250,1.199997
gpio\[11\].gpio_I.genblk1.genblk1.genblk1.genblk1.genblk1.genblk3.pad_I,vdd,Metal1,2444.0000,293.7250,1.199997
gpio\[10\].gpio_I.genblk1.genblk1.genblk1.genblk1.genblk1.genblk3.pad_I,vdd,Metal1,2260.0000,293.7250,1.199997
gpio\[0\].gpio_I.genblk1.genblk1.genblk1.genblk1.genblk1.genblk1.pad_I,vdd,Metal1,420.0000,293.7250,1.199998
